fire,cso,poidse1,poidse2,poidse3,csa,v_wac,class_1,class_2,class_3,fire_bb,year
,1,1,4.65454530715942,1,1,455.084,closed,closed,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,1,1,2.32727265357971,,1,,closed,closed,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,7,1,,,,,Other,Missing,Missing,,2020
,3,1,,,,,Opened,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,Lande,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,8,,6A,,Other,Other,Missing,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,1,1,4.65454530715942,1,1,20.39173,closed,closed,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,1,1,4.65454530715942,1,1,154.6956,closed,closed,closed,,2020
,6H,1,1,,6H,,Other,Other,Lande,,2020
,1,1,4.65454530715942,1,1,141.7934,closed,closed,closed,,2020
,1,1,,,,,closed,Missing,Missing,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,Opened,,2020
,6H,1,1,,6H,,Other,Other,Opened,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,4.65454530715942,1,1,118.2268,closed,closed,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,3,1,,,,,Opened,Missing,Lande,,2020
,1,1,,,,,closed,Missing,Opened,,2020
,1,1,,,,,closed,Missing,Opened,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,6A,1,1,,6A,,Other,Other,Opened,,2020
,3,1,,,,,Opened,Missing,Missing,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,1,1,4.65454530715942,,4L,,closed,Other,closed,1,2020
,3,1,,,,,Opened,Missing,Lande,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,4.65454530715942,,4L,,closed,Other,closed,,2020
,3,1,,,,,Opened,Missing,closed,,2020
,1,1,4.65454530715942,1,1,46.38989,closed,closed,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,1,1,4.65454530715942,1,1,136.0694,closed,closed,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,4.65454530715942,1,1,168.6148,closed,closed,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,1,1,,,,,closed,Missing,Opened,1,2020
,3,1,,,,,Opened,Missing,Lande,1,2020
,1,1,2.32727265357971,1,1,140.4247,closed,closed,closed,1,2020
1,1,1,,,,,closed,Missing,Opened,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,1,1,,,,,closed,Missing,Opened,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
1,4L,1,4,1,3,,Lande,Lande,Missing,1,2020
,3,1,,,,,Opened,Missing,Lande,1,2020
,3,1,,,,,Opened,Missing,Lande,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,3,1,4.65454530715942,1,3,0.7379862,Opened,Opened,Opened,1,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,3,1,,,,,Opened,Missing,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,9,1,1,,9,,Other,Other,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
1,6A,1,1,,6A,,Other,Other,Missing,1,2020
1,6A,1,1,,6A,,Other,Other,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,3,1,,,,,Opened,Missing,Lande,1,2020
,1,1,,,,,closed,Missing,Opened,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,1,1,2.32727265357971,1,1,48.99749,closed,closed,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,3,1,,,,,Opened,Missing,Opened,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,3,1,,,,,Opened,Missing,Opened,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,4L,1,4,,4L,,Lande,Lande,Lande,,2020
,7,1,,,,,Other,Missing,Missing,,2020
,9,1,,,,,Other,Missing,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
,1,1,2.32727265357971,1,1,48.14536,closed,closed,closed,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
1,4L,1,4,,4L,,Lande,Lande,Lande,1,2020
1,3,1,,,,,Opened,Missing,Lande,1,2020
,1,1,4.65454530715942,1,1,35.33062,closed,closed,closed,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,1,1,4.65454530715942,1,1,59.05179,closed,closed,closed,1,2020
,1,1,,,,,closed,Missing,closed,,2020
,1,1,4.65454530715942,1,1,99.48319,closed,closed,closed,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,1,1,4.65454530715942,1,1,29.3078,closed,closed,closed,,2020
,3,1,2.32727265357971,,4L,,Opened,Opened,Lande,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,4L,1,,,,,Lande,Missing,Missing,,2020
,7,1,,,,,Other,Missing,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,7,1,,,,,Other,Missing,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
1,1,1,,,,,closed,Missing,Lande,1,2020
1,3,1,2.32727265357971,,4L,,Opened,Opened,Lande,1,2020
,4L,1,,,,,Lande,Missing,Missing,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,1,1,,,,,closed,Missing,Opened,,2020
,1,1,,,,,closed,Missing,Opened,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,3,1,2.32727265357971,,4L,,Opened,Opened,Lande,,2020
,3,1,,,,,Opened,Missing,Opened,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,4L,1,8,1,3,,Lande,Lande,Lande,,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
,1,1,2.32727265357971,1,1,82.29695,closed,closed,closed,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,4L,1,,,,,Lande,Missing,Opened,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
1,6A,1,,,,,Other,Missing,Missing,1,2020
,1,1,4.65454530715942,,1,,closed,closed,Opened,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,1,1,4.65454530715942,,4L,,closed,Other,Opened,,2020
,1,1,,,,,closed,Missing,Opened,,2020
,6A,1,8,,6A,,Other,Other,Missing,,2020
,4L,1,,,,,Lande,Missing,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,1,1,2.32727265357971,1,1,51.01626,closed,closed,closed,,2020
,7,1,1,,7,,Other,Other,Missing,1,2020
,7,1,1,,7,,Other,Other,Missing,1,2020
1,3,1,,,,,Opened,Missing,Opened,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,1,1,,,,,closed,Missing,closed,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
1,1,1,,,,,closed,Missing,closed,1,2020
,3,1,,,,,Opened,Missing,Opened,1,2020
,3,1,,,,,Opened,Missing,closed,1,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,1,1,,,,,closed,Missing,Lande,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,1,1,,,,,closed,Missing,Missing,,2020
,7,1,1,,7,,Other,Other,Missing,,2020
,1,1,2.32727265357971,1,1,,closed,closed,closed,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
1,4L,1,8,,4L,,Lande,Lande,Lande,1,2020
,3,1,,,,,Opened,Missing,Missing,1,2020
,6A,1,,,,,Other,Missing,Missing,1,2020
,1,1,,,,,closed,Missing,Opened,1,2020
,1,1,4.65454530715942,,4L,,closed,Other,Lande,1,2020
,3,1,,,,,Opened,Missing,Opened,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,1,1,4.65454530715942,1,3,4.618357,closed,Other,closed,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,7,1,1,,7,,Other,Other,Missing,1,2020
,1,1,,,,,closed,Missing,Opened,1,2020
1,1,1,,,,,closed,Missing,closed,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
,3,1,,,,,Opened,Missing,Opened,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,4L,1,,,,,Lande,Missing,closed,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
,1,1,,,,,closed,Missing,Opened,1,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,6H,1,1,,6H,,Other,Other,Lande,1,2020
,9,1,1,,9,,Other,Other,Missing,1,2020
,9,1,1,,9,,Other,Other,Missing,1,2020
,6A,1,,,,,Other,Missing,Missing,1,2020
,1,1,4.65454530715942,1,1,118.9046,closed,closed,closed,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
,4L,1,8,,4L,,Lande,Lande,Lande,1,2020
,3,1,,,,,Opened,Missing,closed,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,1,1,2.32727265357971,1,1,2.562455,closed,closed,closed,,2020
,1,1,,,,,closed,Missing,closed,,2020
,6A,1,,,,,Other,Missing,Missing,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,3,1,2.32727265357971,1,1,54.01585,Opened,closed,closed,,2020
,9,1,1,,9,,Other,Other,Missing,,2020
,9,1,1,,9,,Other,Other,Missing,,2020
,9,1,1,,9,,Other,Other,Missing,1,2020
,1,1,2.32727265357971,1,1,5.976858,closed,closed,closed,1,2020
,4L,1,,,,,Lande,Missing,Lande,1,2020
,6A,1,1,,6A,,Other,Other,Missing,1,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,,,,,Other,Missing,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,3,1,,,,,Opened,Missing,Lande,,2020
,3,1,,,,,Opened,Missing,Lande,,2020
,1,1,2.32727265357971,1,1,133.1812,closed,closed,closed,,2020
,6A,1,,,,,Other,Missing,Missing,,2020
,1,1,,,,,closed,Missing,Missing,,2020
,9,1,1,,9,,Other,Other,Missing,,2020
,8,1,1,,8,,Other,Other,Missing,,2020
,7,1,1,,7,,Other,Other,Missing,,2020
,1,1,4.65454530715942,,6A,,closed,Other,Opened,,2020
,9,1,1,,9,,Other,Other,Missing,1,2020
,4L,1,,,,,Lande,Missing,Missing,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,3,1,,,,,Opened,Missing,Lande,,2020
,1,1,,,,,closed,Missing,closed,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,1,1,,,,,closed,Missing,closed,,2020
,4L,1,,,,,Lande,Missing,Lande,,2020
,9,1,1,,9,,Other,Other,Missing,,2020
,4L,1,,,,,Lande,Missing,Missing,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2020
,4L,1,8,,4L,,Lande,Lande,closed,,2020
,4L,1,,,,,Lande,Missing,Opened,,2020
,6A,1,,,,,Other,Missing,Lande,,2020
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,2.41509437561035,1,1,31.06027,closed,closed,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,2.41509437561035,1,1,107.5703,closed,closed,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6H,1,,,,,Other,Missing,Missing,,2021
,1,1,2.41509437561035,,7,,closed,Other,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,1,,1,,closed,closed,Missing,,2021
,4L,1,,,,,Lande,Missing,Lande,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Lande,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,2.41509437561035,,6A,,closed,Other,Missing,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Lande,,2021
,6A,1,1,,6A,,Other,Other,Lande,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Lande,,2021
,6A,1,8,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,4L,1,,,,,Lande,Missing,Opened,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,4.8301887512207,1,1,115.4999,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,1,1,,,,,closed,Missing,Missing,,2021
,1,1,4.8301887512207,1,1,65.1408,closed,closed,closed,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,6A,1,1,,6A,,Other,Other,Lande,,2021
,1,1,4.8301887512207,1,1,303.578,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,3,1,,,,,Opened,Missing,Opened,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,4.8301887512207,1,1,22.09716,closed,closed,Opened,,2021
,1,1,,,,,closed,Missing,closed,,2021
,3,1,4.8301887512207,1,1,,Opened,closed,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,4.8301887512207,1,1,2.836038,closed,closed,Opened,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,4.8301887512207,1,1,62.90584,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,4L,1,,,,,Lande,Missing,Lande,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,4L,1,,,,,Lande,Missing,Lande,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,closed,,2021
,1,1,,,,,closed,Missing,Opened,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,3,1,,,,,Opened,Missing,closed,,2021
,3,1,,,,,Opened,Missing,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,4.8301887512207,1,1,193.2378,closed,closed,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,4.8301887512207,1,1,141.5455,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,4.8301887512207,1,1,99.68539,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,4.8301887512207,1,1,351.3596,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,4L,1,8,,6H,,Lande,Lande,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,4.8301887512207,1,1,383.8122,closed,closed,closed,,2021
,6H,1,1,,6H,,Other,Other,Lande,,2021
,3,1,4.8301887512207,1,1,99.89075,Opened,closed,Opened,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,1,,1,,closed,closed,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,1,1,2.41509437561035,1,1,188.537,closed,closed,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,4L,1,,,,,Lande,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,,,,,Other,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,3,1,4.8301887512207,,1,,Opened,closed,closed,,2021
,3,1,,,,,Opened,Missing,Lande,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,4.8301887512207,1,1,26.12375,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,6A,1,,,,,Other,Missing,Missing,,2021
,1,1,2.41509437561035,,6A,,closed,Other,Missing,,2021
,3,1,,,,,Opened,Missing,Lande,,2021
,7,1,1,,7,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,2.41509437561035,1,1,133.193,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,Opened,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,4.8301887512207,1,1,59.59734,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,4.8301887512207,1,1,407.4438,closed,closed,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,4L,1,,,,,Lande,Missing,Lande,,2021
,1,1,,,,,closed,Missing,closed,,2021
,1,1,,,,,closed,Missing,closed,,2021
,4L,1,,,,,Lande,Missing,Opened,,2021
,4L,1,,,,,Lande,Missing,Opened,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
,1,1,1,,1,,closed,closed,Missing,,2021
,6A,1,1,,6A,,Other,Other,Missing,,2021
